To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
06/29/2018 19:26:06.262 [1860]: 1>    Compiling assembly Microsoft.ServiceModel.DomainServices.Tools.resources, Version=4.0.0.00000, Culture=fr, PublicKeyToken=31BF3856AD364E35 (CLR v4.0.30319) ...
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00013d - Microsoft.VisualStudio.CodeStore.Internal.IFileResults.MoveNext.
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00013e - Microsoft.VisualStudio.CodeStore.Internal.IFileResults.Close.
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00014c - Microsoft.VisualStudio.CodeStore.Internal.ConfigFileRec.IdFile.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000154 - Microsoft.VisualStudio.CodeStore.Internal.IConfigResults.MoveNext.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000155 - Microsoft.VisualStudio.CodeStore.Internal.IConfigResults.Close.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000158 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetConfigFiles.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00015a - Microsoft.VisualStudio.CodeStore.Internal.IConfigFileResults.MoveNext.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00015b - Microsoft.VisualStudio.CodeStore.Internal.IConfigFileResults.Close.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000161 - Microsoft.VisualStudio.CodeStore.Internal.ConfigRec.idProject.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000170 - Microsoft.VisualStudio.CodeStore.Internal.ConfigFileRec.IdConfig.
06/29/2018 19:28:21.795 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000171 - Microsoft.VisualStudio.CodeStore.Internal.ConfigFileRec.fImplicit.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001b4 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetIncluderIncludee.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001b6 - Microsoft.VisualStudio.CodeStore.Internal.IncluderIncludeeRec.idIncluder.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001b7 - Microsoft.VisualStudio.CodeStore.Internal.IncluderIncludeeRec.idIncludee.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001ba - Microsoft.VisualStudio.CodeStore.Internal.IIncluderIncludeeResults.MoveNext.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001c9 - Microsoft.VisualStudio.CodeStore.Internal.IdItem.row.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001d3 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetIncludeItems.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001d4 - Microsoft.VisualStudio.CodeStore.Internal.IncludeItemRec.idFileMapFile.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001d5 - Microsoft.VisualStudio.CodeStore.Internal.IncludeItemRec.IdFile.
06/29/2018 19:28:21.811 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001d6 - Microsoft.VisualStudio.CodeStore.Internal.IncludeItemRec.id.
06/29/2018 19:28:21.827 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001d9 - Microsoft.VisualStudio.CodeStore.Internal.IIncludeItemResults.MoveNext.
06/29/2018 19:28:21.827 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001e1 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetProjectByGuid.
06/29/2018 19:28:21.827 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001e2 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetProjectByName.
06/29/2018 19:28:21.827 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001ec - Microsoft.VisualStudio.CppSvc.Internal.IVCCodeStoreManager.RequestQueryCodeStore.
06/29/2018 19:28:21.827 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001ee - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.Unlock.
06/29/2018 19:28:21.842 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified.. If this assembly is found during runtime of an application, then the native image currently being generated will not be used.
06/29/2018 19:28:21.889 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified.. If this assembly is found during runtime of an application, then the native image currently being generated will not be used.
06/29/2018 19:28:21.889 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. (Exception from HRESULT: 0x80070002). If this assembly is found during runtime of an application, then the native image currently being generated will not be used.
06/29/2018 19:28:22.295 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Progression.ProgressionBrowser, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:23.045 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Progression.VBProvider, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:24.108 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Progression.VSProvider, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:24.405 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Progression.WpfCommon, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:24.889 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Project.Core.Impl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:28.374 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Project.Utilities.v11.0, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:32.749 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Project.V11Only, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:33.358 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Project.VisualC.VCProjectEngine, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:34.936 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Project.VS.Implementation, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:35.124 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200007d - Microsoft.VisualStudio.Project.VS.Implementation.Package.Automation.OAVSBuildManager.
06/29/2018 19:28:35.124 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200007e - Microsoft.VisualStudio.Project.VS.Implementation.Package.Automation.OAVSReference.
06/29/2018 19:28:35.139 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200007f - Microsoft.VisualStudio.Project.VS.Implementation.Package.Automation.OAVSReferences.
06/29/2018 19:28:35.139 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x2000081 - Microsoft.VisualStudio.Project.VS.Implementation.Package.Automation.OAVSProject.
06/29/2018 19:28:35.139 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x2000083 - Microsoft.VisualStudio.Project.VS.Implementation.Package.Automation.OAVSProjectItem.
06/29/2018 19:28:35.546 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b0001e7 - .
06/29/2018 19:28:35.546 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b0001e8 - .
06/29/2018 19:28:35.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. (Exception from HRESULT: 0x80070002). If this assembly is found during runtime of an application, then the native image currently being generated will not be used.
06/29/2018 19:28:36.077 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'EnvDTE, Version=7.0.3300.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified.. If this assembly is found during runtime of an application, then the native image currently being generated will not be used.
06/29/2018 19:28:37.546 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.QualityTools.AgentObject, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:38.483 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.QualityTools.AgentProcessManager, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
